new_10_Char,10 char .phy format name,Original fasta header,Name (existing or suggested),Major group,Species,Major taxon for the purposes of this study
AAAAAAAAGM,Psammophis_schokari_unigene221596,Psammophis_schokari_unigene221596,-,3FTx,Psammophis schokari ,Psammophiidae
AAAAAAAAGN,Psammophis_schokari_unigene36962,Psammophis_schokari_unigene36962,-,3FTx,Psammophis schokari ,Psammophiidae
AAAAAAAAGK,Psammophis_subtaeniatus_unigene33896,Psammophis_subtaeniatus_unigene33896,-,3FTx,Psammophis subtaeniatus ,Psammophiidae
AAAAAAAAGO,Psammophis_subtaeniatus_unigene107172,Psammophis_subtaeniatus_unigene107172,-,3FTx,Psammophis subtaeniatus ,Psammophiidae
AAAAAAABGK,687sp|P146,sp|P14612|3L2H_PSEAU Long neurotoxin homolog Pa ID OS=Pseudechis australis OX=8670 PE=1 SV=2,Long neurotoxin homolog Pa ID ,3FTx,Pseudechis australis ,Elapidae
AAAAAAABLY,945sp|P254,sp|P25497|3S11_PSEAU Short neurotoxin 1 OS=Pseudechis australis OX=8670 PE=1 SV=2,Short neurotoxin 1 ,3FTx,Pseudechis australis ,Elapidae
AAAAAAABLZ,947sp|A8HD,sp|A8HDJ4|3S11_PSEPO Short neurotoxin 1 OS=Pseudechis porphyriacus OX=8671 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Pseudechis porphyriacus ,Elapidae
AAAAAAAAGV,Pseudocerastes_urarachnoides_3FTx_06,Pseudocerastes_urarachnoides_3FTx_06,-,3FTx,Pseudocerastes urarachnoides ,Viperidae
AAAAAAAAGW,Pseudocerastes_urarachnoides_3FTx_05,Pseudocerastes_urarachnoides_3FTx_05,-,3FTx,Pseudocerastes urarachnoides ,Viperidae
AAAAAAAAIX,107Pste_6_,"Pste_6 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAAAQP,143Pste_2_,"Pste_2 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAAAVT,177Pste_4_,"Pste_4 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAAAWI,201Pste_3_,"Pste_3 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAAAXE,241Pste1_P,"Pste1 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAAAXO,25Pste_7_P,"Pste_7 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAAAXT,269Pste_s3,"Pste_s337_1 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000030.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAABCA,47Pste_9_P,"Pste_9 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAABED,57Pste_8_P,"Pste_8 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAABKD,85Pste_5_P,"Pste_5 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
AAAAAAABEY,619sp|Q9W7,sp|Q9W7J9|3S34_PSETE Short neurotoxin 4 OS=Pseudonaja textilis OX=8673 PE=3 SV=1,Short neurotoxin 4 ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABEV,613sp|Q9W7,sp|Q9W7J7|3S36_PSETE Short neurotoxin 6 OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Short neurotoxin 6 ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABEW,615sp|Q9W7,sp|Q9W7J6|3S37_PSETE Short neurotoxin 7 OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Short neurotoxin 7 ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABEX,617sp|Q9W7,sp|Q9W7K2|3S31_PSETE Short neurotoxin 1/5 OS=Pseudonaja textilis OX=8673 PE=3 SV=1,Short neurotoxin 1/5 ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABFA,621sp|A8HD,sp|A8HDK1|3S38_PSETE Short neurotoxin 8 OS=Pseudonaja textilis OX=8673 PE=3 SV=1,Short neurotoxin 8 ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABFB,623sp|Q9W7,sp|Q9W7K1|3S32_PSETE Short neurotoxin 2 OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Short neurotoxin 2 ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABFC,625sp|Q9W7,sp|Q9W7K0|3S33_PSETE Short neurotoxin 3 OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Short neurotoxin 3 ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABGV,707sp|A8HD,sp|A8HDK6|3L21_PSETE Long neurotoxin 1 OS=Pseudonaja textilis OX=8673 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABHK,735sp|Q9W7,sp|Q9W7J5|3L2P_PSETE Pseudonajatoxin b homolog OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Pseudonajatoxin b homolog ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAABHL,737sp|P134,sp|P13495|3L2B_PSETE Pseudonajatoxin b OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Pseudonajatoxin b ,3FTx,Pseudonaja textilis ,Elapidae
AAAAAAAAPV,139Pybi_3_,"Pybi_3 Python bivittatus unplaced genomic scaffold, Python_molurus_bivittatus5.0.2 Scaffold2194, whole genome shotgun sequence",-,snake genomic,Python bivittatus,Pythonidae
AAAAAAAAWK,205Pybi_2_,"Pybi_2 Python bivittatus unplaced genomic scaffold, Python_molurus_bivittatus5.0.2 Scaffold2194, whole genome shotgun sequence",-,snake genomic,Python bivittatus,Pythonidae
AAAAAAABDS,55Pybi_1_P,"Pybi_1 Python bivittatus unplaced genomic scaffold, Python_molurus_bivittatus5.0.2 Scaffold2194, whole genome shotgun sequence",-,snake genomic,Python bivittatus,Pythonidae
AAAAAAAABA,Rhabdophis_subminiatus_unigene144234,Rhabdophis_subminiatus_unigene144234,-,3FTx,Rhabdophis subminiatus ,Colubridae
AAAAAAAABB,Rhabdophis_subminiatus_unigene61055,Rhabdophis_subminiatus_unigene61055,-,3FTx,Rhabdophis subminiatus ,Colubridae
AAAAAAAABI,Rhabdophis_subminiatus_unigene497406,Rhabdophis_subminiatus_unigene497406,-,3FTx,Rhabdophis subminiatus ,Colubridae
AAAAAAAACJ,Rhabdophis_subminiatus_unigene52075,Rhabdophis_subminiatus_unigene52075,-,3FTx,Rhabdophis subminiatus ,Colubridae
AAAAAAAADM,Rhabdophis_subminiatus_unigene76486,Rhabdophis_subminiatus_unigene76486,-,3FTx,Rhabdophis subminiatus ,Colubridae
AAAAAAAADP,Rhabdophis_subminiatus_unigene76489,Rhabdophis_subminiatus_unigene76489,-,3FTx,Rhabdophis subminiatus ,Colubridae
AAAAAAAADR,Rhabdophis_subminiatus_unigene24430,Rhabdophis_subminiatus_unigene24430,-,3FTx,Rhabdophis subminiatus ,Colubridae
AAAAAAAADW,Rhabdophis_subminiatus_unigene76481,Rhabdophis_subminiatus_unigene76481,-,3FTx,Rhabdophis subminiatus ,Colubridae
AAAAAAAAGH,Sistrurus_catenatus_edwardsii_A5X2W8,Sistrurus_catenatus_edwardsii_A5X2W8,-,3FTx,Sistrurus catenatus edwardsii,Viperidae
AAAAAAAAGX,Sistrurus_catenatus_edwardsii_B4Y143,Sistrurus_catenatus_edwardsii_B4Y143,-,3FTx,Sistrurus catenatus edwardsii,Viperidae
AAAAAAAAHE,339sp|A5X2,sp|A5X2W8|3NX3_SISCA Threefinger toxin 3 OS=Sistrurus catenatus edwardsii OX=8762 PE=1 SV=1,Threefinger toxin 3 ,3FTx,Sistrurus catenatus edwardsii ,Viperidae
AAAAAAAABF,Spilotes_sulphureus_A0A346CI88,Spilotes_sulphureus_A0A346CI88,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAABQ,Spilotes_sulphureus_A0A346CI89,Spilotes_sulphureus_A0A346CI89,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAEY,Spilotes_sulphureus_A0A346CIB7,Spilotes_sulphureus_A0A346CIB7,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAEZ,Spilotes_sulphureus_A0A346CIB0,Spilotes_sulphureus_A0A346CIB0,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFA,Spilotes_sulphureus_A0A346CI95,Spilotes_sulphureus_A0A346CI95,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFK,Spilotes_sulphureus_A0A346CIB4,Spilotes_sulphureus_A0A346CIB4,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFL,Spilotes_sulphureus_A0A346CIB5,Spilotes_sulphureus_A0A346CIB5,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFM,Spilotes_sulphureus_A0A346CIA9,Spilotes_sulphureus_A0A346CIA9,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFN,Spilotes_sulphureus_A0A346CIB2,Spilotes_sulphureus_A0A346CIB2,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFO,Spilotes_sulphureus_A0A346CI94,Spilotes_sulphureus_A0A346CI94,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFQ,Spilotes_sulphureus_A0A346CIB1,Spilotes_sulphureus_A0A346CIB1,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFR,Spilotes_sulphureus_A0A346CIB3,Spilotes_sulphureus_A0A346CIB3,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFS,Spilotes_sulphureus_A0A346CI93,Spilotes_sulphureus_A0A346CI93,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFT,Spilotes_sulphureus_A0A346CIA0,Spilotes_sulphureus_A0A346CIA0,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAAFU,Spilotes_sulphureus_A0A346CIB6,Spilotes_sulphureus_A0A346CIB6,-,3FTx,Spilotes sulphureus ,Colubridae
AAAAAAAALN,1201Telesc,Telescopus_dhara_A7X3S5,-,3FTx,Telescopus dhara,Colubridae
AAAAAAAALO,1203Telesc,Telescopus_dhara_A7X3S8,-,3FTx,Telescopus dhara,Colubridae
AAAAAAAAAE,Telescopus_dhara_A7X3N6,Telescopus_dhara_A7X3N6,-,3FTx,Telescopus dhara,Colubridae
AAAAAAAAZB,331sp|A7X3,sp|A7X3V0|3NB4_TELDH Toxin 3FTxTel4 OS=Telescopus dhara OX=338837 PE=3 SV=1,Toxin 3FTxTel4 ,3FTx,Telescopus dhara ,Colubridae
AAAAAAAAEA,Telescopus_dhara_A7X3S5,Telescopus_dhara_A7X3S5,-,3FTx,Telescopus dhara ,Colubridae
AAAAAAAAEB,Telescopus_dhara_A7X3S8,Telescopus_dhara_A7X3S8,-,3FTx,Telescopus dhara ,Colubridae
AAAAAAAAFI,Telescopus_dhara_A7X3V0,Telescopus_dhara_A7X3V0,-,3FTx,Telescopus dhara ,Colubridae
AAAAAAAAAK,Thelotornis_mossambicanus_3FTx_05,Thelotornis_mossambicanus_3FTx_05,-,3FTx,Thelotornis mossambicanus,Colubridae
AAAAAAAABJ,Thelotornis_mossambicanus_3FTx_03,Thelotornis_mossambicanus_3FTx_03,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAABL,Thelotornis_mossambicanus_3FTx_00,Thelotornis_mossambicanus_3FTx_00,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAABM,Thelotornis_mossambicanus_3FTx_04,Thelotornis_mossambicanus_3FTx_04,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAABP,Thelotornis_mossambicanus_3FTx_01,Thelotornis_mossambicanus_3FTx_01,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAADO,Thelotornis_mossambicanus_3FTx_06,Thelotornis_mossambicanus_3FTx_06,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAADT,Thelotornis_mossambicanus_3FTx_08,Thelotornis_mossambicanus_3FTx_08,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAADU,Thelotornis_mossambicanus_3FTx_15,Thelotornis_mossambicanus_3FTx_15,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAADY,Thelotornis_mossambicanus_3FTx_11,Thelotornis_mossambicanus_3FTx_11,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAADZ,Thelotornis_mossambicanus_3FTx_09,Thelotornis_mossambicanus_3FTx_09,-,3FTx,Thelotornis mossambicanus ,Colubridae
AAAAAAAAZI,345sp|A7X6,sp|A7X6I4|3NX5_THRJA Toxin 3FTxThr5 OS=Thrasops jacksonii OX=186611 PE=3 SV=1,Toxin 3FTxThr5 ,3FTx,Thrasops jacksonii ,Colubridae
AAAAAAAABH,Thrasops_jacksonii_A7X6I4,Thrasops_jacksonii_A7X6I4,-,3FTx,Thrasops jacksonii ,Colubridae
AAAAAAAADN,Thrasops_jacksonii_A7X3U7,Thrasops_jacksonii_A7X3U7,-,3FTx,Thrasops jacksonii ,Colubridae
AAAAAAAADQ,Thrasops_jacksonii_A7X3U4,Thrasops_jacksonii_A7X3U4,-,3FTx,Thrasops jacksonii ,Colubridae
AAAAAAAADV,Thrasops_jacksonii_A7X3T6,Thrasops_jacksonii_A7X3T6,-,3FTx,Thrasops jacksonii ,Colubridae
AAAAAAAAYX,323sp|A7X3,sp|A7X3S2|3NB3_TRIBI Toxin 3FTxTri3 OS=Trimorphodon biscutatus OX=338818 PE=3 SV=1,Toxin 3FTxTri3 ,3FTx,Trimorphodon biscutatus ,Colubridae
AAAAAAAAYW,321sp|A7X3,sp|A7X3S0|3NB2_TRIBI Toxin 3FTxTri2 OS=Trimorphodon biscutatus OX=338818 PE=3 SV=1,Toxin 3FTxTri2 ,3FTx,Trimorphodon biscutatus ,Colubridae
AAAAAAAABG,Trimorphodon_biscutatus_A7X3Q9,Trimorphodon_biscutatus_A7X3Q9,-,3FTx,Trimorphodon biscutatus ,Colubridae
AAAAAAAAFC,Trimorphodon_biscutatus_A7X3S2,Trimorphodon_biscutatus_A7X3S2,-,3FTx,Trimorphodon biscutatus ,Colubridae
AAAAAAAAFF,Trimorphodon_biscutatus_A7X3S0,Trimorphodon_biscutatus_A7X3S0,-,3FTx,Trimorphodon biscutatus ,Colubridae
AAAAAAAANR,1303Trimor,Trimorphodon_lambda_A0A193CHM1,-,3FTx,Trimorphodon lambda,Colubridae
AAAAAAAAPP,1403Trimor,Trimorphodon_lambda_A0A193CHM4,-,3FTx,Trimorphodon lambda,Colubridae
AAAAAAAAPQ,1405Trimor,Trimorphodon_lambda_A0A193CHM5,-,3FTx,Trimorphodon lambda,Colubridae
AAAAAAAAFD,Trimorphodon_lambda_A0A193CHM4,Trimorphodon_lambda_A0A193CHM4,-,3FTx,Trimorphodon lambda ,Colubridae
AAAAAAAAFE,Trimorphodon_lambda_A0A193CHM5,Trimorphodon_lambda_A0A193CHM5,-,3FTx,Trimorphodon lambda ,Colubridae
AAAAAAAAFP,Trimorphodon_lambda_A0A193CHM1,Trimorphodon_lambda_A0A193CHM1,-,3FTx,Trimorphodon lambda ,Colubridae
AAAAAAABJB,809sp|A8HD,sp|A8HDK4|3L21_TROCA Long neurotoxin 1 OS=Tropidechis carinatus OX=100989 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Tropidechis carinatus ,Elapidae
AAAAAAABMO,975sp|A8HD,sp|A8HDJ5|3S11_TROCA Short neurotoxin 1 OS=Tropidechis carinatus OX=100989 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Tropidechis carinatus ,Elapidae
AAAAAAABMP,977sp|A8HD,sp|A8HDJ6|3S12_TROCA Short neurotoxin 2 OS=Tropidechis carinatus OX=100989 PE=3 SV=1,Short neurotoxin 2 ,3FTx,Tropidechis carinatus ,Elapidae
AAAAAAAAJI,109Vako6_V,"Vako6 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAAALL,119Vako10_,"Vako10 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAAAPS,133Vako1_V,"Vako1 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAAAVH,165Vako_dn,"Vako_dn2 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAAAWD,195Vako_dn,"Vako_dn3 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAAAWN,211Vako_dn,"Vako_dn4 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAAAWS,21Vako_dn8,"Vako_dn8 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAAAYK,29Vako7_Va,"Vako7 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAABFV,65Vako9_Va,"Vako9 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAABLK,91Vako5_Va,"Vako5 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
AAAAAAAAGR,Vipera_transcaucasiana_3FTx_10,Vipera_transcaucasiana_3FTx_10,-,3FTx,Vipera transcaucasiana ,Viperidae
AAAAAAAAGS,Vipera_transcaucasiana_3FTx_08,Vipera_transcaucasiana_3FTx_08,-,3FTx,Vipera transcaucasiana ,Viperidae
AAAAAAAAGT,Vipera_transcaucasiana_3FTx_07,Vipera_transcaucasiana_3FTx_07,-,3FTx,Vipera transcaucasiana ,Viperidae
AAAAAAAAGU,Vipera_transcaucasiana_3FTx_09,Vipera_transcaucasiana_3FTx_09,-,3FTx,Vipera transcaucasiana ,Viperidae
AAAAAAAAID,1043sp|C1I,sp|C1IC47|3S13_WALAE Threefinger toxin WIII OS=Walterinnesia aegyptia OX=64182 PE=1 SV=1,Threefinger toxin WIII ,3FTx,Walterinnesia aegyptia ,Elapidae
AAAAAAAAIF,1047sp|C1I,sp|C1IC48|3S14_WALAE Threefinger toxin WIV OS=Walterinnesia aegyptia OX=64182 PE=1 SV=1,Threefinger toxin WIV ,3FTx,Walterinnesia aegyptia ,Elapidae
AAAAAAAAHB,353sp|C0HK,sp|C0HKZ8|3NOJ_WALAE Actiflagelin OS=Walterinnesia aegyptia OX=64182 PE=1 SV=2,Actiflagelin ,3FTx,Walterinnesia aegyptia ,Elapidae
AAAAAAABGB,671sp|C1IC,sp|C1IC49|3NO25_WALAE Three finger toxin WV OS=Walterinnesia aegyptia OX=64182 PE=1 SV=1,Three finger toxin WV ,3FTx,Walterinnesia aegyptia ,Elapidae
AAAAAAAAAX,Walterinnesia_aegyptia_C0HKZ8,Walterinnesia_aegyptia_C0HKZ8,-,3FTx,Walterinnesia aegyptia ,Elapidae
AAAAAAAACK,Walterinnesia_aegyptia_C1IC49,Walterinnesia_aegyptia_C1IC49,-,3FTx,Walterinnesia aegyptia ,Elapidae
AAAAAAAAMI,123Xetr_9_,"Xetr_9 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
AAAAAAAARW,149Xetr_2_,"Xetr_2 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
AAAAAAAASH,151Xetr4_X,"Xetr4 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
AAAAAAAASS,153Xetr_7_,"Xetr_7 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
AAAAAAAATD,155Xetr_6_,"Xetr_6 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
AAAAAAAATO,157Xetr_1_,"Xetr_1 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
AAAAAAAATZ,159Xetr_3_,"Xetr_3 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
AAAAAAAAUL,161Xetr_8_,"Xetr_8 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
AAAAAAAAUW,163Xetr_5_,"Xetr_5 Xenopus tropicalis strain Nigerian chromosome 6, Xenopus_tropicalis_v9.1, whole genome shotgun sequence",-,Ly-6,Xenopus tropicalis,Anura
